SSC ID,Station Name,Country_x,Latitude,Longitude,IOC code,PTWC code,GLOSS ID_x,UHSLC ID,PSMSL ID,SONEL GPS,SONEL TG,Details,Edit,Code,GLOSS ID_y,Country_y,Location,Connection,DCP ID,Last observation  Level,Time in GMT,Delay,TransmitInterval,View
SSC-ptme,Portland,United States,43.66,-70.25,ptme,ptme,,252,183,,,[details],[edit],porl,55,Australia,Portland,SZAU01,61410,0.38,08:50,9',3',[open]
SSC-poro,Poronajsk,Russia,49.22,143.09,poro,poro,,,,,,[details],[edit],poro,,Russia,Poronajsk,web,,1.52,2016-06-22 12:29,456d,10',[open]
SSC-porp,Portpatrick,United Kingdom,54.84,-5.12,porp,,,,1215,,,[details],[edit],porp,,UK,Portpatrick,ftp,,1.67,08:30,29',15',[open]
SSC-portf,Port Hardy,Canada,50.72,-127.48,phbc,phbc,,,1071,3207,3206,[details],[edit],phbc,,Canada,Port Hardy,SXAK50,CD4038A0,-999,08:53,6',5',[open]
SSC-posi,Pos'et,Russia,42.65,130.8,posi,posi,,,626,,,[details],[edit],posi,,Russia,Pos'et,web,,1.99,08:44,15',10',[open]
SSC-ppcp,Portopalo di Capo Passero,Italy,36.67,15.12,ppcp,ppcp,,,,,,[details],[edit],ppcp,,Italy,Portopalo di Capo Passero,bgan,PPCP,0.07,08:38,21',1',[open]
SSC-prai,Praia,Cape Verde,14.92,-23.5,prai,,,222,"1626, 1865",,,[details],[edit],prai,,Cabo Verde,Praia,ftp,18F7C178,0.78,2016-07-14 03:45,434d,1h,[open]
SSC-prba,Puerto Barrios,Guatemala,15.69,-88.62,prba,prba,,,1080,,,[details],[edit],prba,,Guatemala,Puerto Barrios,SOGU40,96500162,-999,2017-05-18 20:33,126d,5',[open]
SSC-prec,Le Prêcheur,France,14.81,-61.23,prec,prec,,,,,,[details],[edit],prec,,Martinique,Le Prêcheur,SOMR10,12A011E0,0.01,08:47,12',5',[open]
SSC-preo,Preobrazheniye,Russia,42.91,133.92,preo,preo,,,465,,,[details],[edit],preo,,Russia,Preobrazheniye,web,,2.32,08:45,14',10',[open]
SSC-prig,Prigi,Indonesia,-8.28,111.73,"prgi, prig","prgi, prig",,125,2197,,,[details],[edit],prig,,Indonesia,Prigi,SZID48,0650F10A,5.32,08:48,11',6',[open]
SSC-prin,Prince Rupert,Canada,54.32,-130.32,prin,,155.0,540,167,2020,2248,[details],[edit],prin,155,Canada,Prince Rupert,ftp,,5.45,2017-09-20 19:41,13h,6h,[open]
SSC-prus,Portrush,United Kingdom,55.21,-6.66,prus,,,,1867,,,[details],[edit],prus,,UK,Portrush,ftp,,1.92,08:30,29',15',[open]
SSC-psdn,Puerto Sandino,Nicaragua,12.2,-86.76,psdn,,,,,,,[details],[edit],psdn,,Nicaragua,Puerto Sandino,SXXX50,0500F7AE,24.26,08:22,37',1h,[open]
SSC-pslu,Port San Luis,United States,35.17,-120.75,"pslu, pslu2",pslu,,565,508,,,[details],[edit],pslu,,USA,Port San Luis,web,3362C660,1.06,08:49,10',6',[open]
SSC-pslu,Port San Luis,United States,35.17,-120.75,"pslu, pslu2",pslu,,565,508,,,[details],[edit],pslu2,,USA,Port San Luis,SXXX03,3362C660,-4.46,08:48,11',6',[open]
SSC-ptan,Puerto Angel,Mexico,15.67,-96.49,"ptan, ptan2",ptan,164.0,672,1015,2960,2852,[details],[edit],ptan,,Mexico,Puerto Angel,SOMX10,0100F126,5.59,07:56,1h,15',[open]
SSC-ptan,Puerto Angel,Mexico,15.67,-96.49,"ptan, ptan2",ptan,164.0,672,1015,2960,2852,[details],[edit],ptan2,,Mexico,Puerto Angel,ftp,,2.68,08:33,26',15',[open]
SSC-ptar,Punta Arenas,Chile,-53.12,-70.86,"ptar, ptar2",ptar,,,473,810,2283,[details],[edit],ptar,,Chile,Punta Arenas,SXCH40,140064EA,4.37,08:42,17',15',[open]
SSC-ptar,Punta Arenas,Chile,-53.12,-70.86,"ptar, ptar2",ptar,,,473,810,2283,[details],[edit],ptar2,,Chile,Punta Arenas,web,,4.67,08:52,7',15',[open]
SSC-ptbl,Port Blair,India,11.68,92.77,ptbl,ptbl,38.0,908,206,"2070, 2665, 2732",2441,[details],[edit],ptbl,38,India,Port Blair,ftp,43332,1.94,08:20,39',10',[open]
SSC-ptca,Punta Cana,Dominican Republic,18.5,-68.38,ptca,pcan,,776,,3558,3557,[details],[edit],ptca,,Dominican Republic,Punta Cana,SEPO40,354041A2,5.77,08:52,7',5',[open]
SSC-ptco,Puerto Cortes,Honduras,15.83,-87.95,pcor,pcor,,780,557,,,[details],[edit],pcor,,Honduras,Puerto Cortes,SOHO10,50C44664,9.28,08:00,59',1h,[open]
SSC-ptfe,Port Ferréol,France,43.36,6.72,"ptfe, ptfe2",ptfe,,,2233,,3164,[details],[edit],ptfe,,France,Port Ferréol,ftp,,0.58,08:47,11',5',[open]
SSC-ptis,Port Isaac,United Kingdom,50.59,-4.83,ptis,,,,,,,[details],[edit],ptis,,UK,Port Isaac,web,,0.37,08:57,1',0.1666',[open]
SSC-ptln,Port-La-Nouvelle,France,43.01,3.04,ptln,,,,,,3383,[details],[edit],ptln,,France,Port-La-Nouvelle,ftp,,0.58,08:47,11',5',[open]
SSC-ptma,Portomaso,Malta,35.92,14.49,ptma,,,,,,,[details],[edit],ptma,,Malta,Portomaso,ftp,,0.19,2017-08-24 01:04,28d,1',[open]
SSC-ptmd,"Portsmouth, Dominica",Dominica,15.56,-61.47,ptmd,,,,,,,[details],[edit],ptmd,,Dominica island,"Portsmouth, Dominica",SODO10,D6700338,2.67,2017-09-19 02:11,2d,5',[open]
SSC-ptmt,Portsmouth,United Kingdom,50.8,-1.11,ptmt,,,,350,2011,2342,[details],[edit],ptmt,,UK,Portsmouth,ftp,,2.44,08:30,29',15',[open]
SSC-ptpl,Puerto Plata,Dominican Republic,19.8,-70.7,ptpl,ppla,,777,577,3556,3555,[details],[edit],ptpl,,Dominican Republic,Puerto Plata,SEPO40,35407438,-0.38,08:47,12',5',[open]
SSC-ptro,Port Royal,Jamaica,17.93,-76.85,ptro,ptro,210.0,782,"2003, 744","2719, 3018",2718,[details],[edit],ptro,210,Jamaica,Port Royal,SOJM10,92405008,0.15,08:41,18',5',[open]
SSC-ptsc,Port St. Charles,Barbados,13.26,-59.64,ptsc,ptsc,,,888,,,[details],[edit],ptsc,,Barbados,Port St. Charles,SOBR10,BAB00078,0.01,08:51,8',5',[open]
SSC-ptsp,Port of Spain,Trinidad and Tobago,10.65,-61.52,ptsp,ptsp,203.0,248,415,3512,2870,[details],[edit],ptsp,203,Trinidad & Tobago,Port of Spain,SOTD10,A9C000B6,2.61,08:32,27',1h,[open]
SSC-ptts,Porto Torres,Italy,40.84,8.4,PT17,,,,2084,,,[details],[edit],PT17,,Italy,Porto Torres,web,,0.32,08:51,8',5',[open]
SSC-puert,Puerto Vallarta,Mexico,20.62,-105.25,puert,,,393,1360,1883,2130,[details],[edit],puert,,Mexico,Puerto Vallarta,ftp,,0.83,08:33,26',15',[open]
SSC-pumo,Puerto Morelos,Mexico,21.37,-86.75,"pumo, pumo2","pum2, pumo",,,,"3265, 3544",3543,[details],[edit],pumo2,,Mexico,Puerto Morelos,SOMX10,010F1446,-0.96,08:51,8',5',[open]
SSC-puyt,Puysegur Welcome Bay,New Zealand,-46.08,166.59,puyt,puyt,,,,,,[details],[edit],puyt,,New Zealand,Puysegur Welcome Bay,SZNZ01,PUYT,5.95,08:47,12',3',[open]
SSC-pwil,Puerto Williams,Chile,-54.93,-67.61,"pwil, pwil2",pwil,,287,1122,,,[details],[edit],pwil,,Chile,Puerto Williams,SXCH40,ADC147CE,4.77,08:48,11',15',[open]
SSC-pwil,Puerto Williams,Chile,-54.93,-67.61,"pwil, pwil2",pwil,,287,1122,,,[details],[edit],pwil2,,Chile,Puerto Williams,web,,4.93,08:52,7',15',[open]
SSC-qing,Qinglan,China,19.57,110.82,qing,qing,,,,,,[details],[edit],qing,,China,Qinglan,SZCI01,11742,0.81,08:46,13',5',[open]
SSC-quar,Quarry Bay,Hong Kong,22.28,114.22,quar,quar,77.0,329,"1674, 1693, 1891, 333","2089, 3214","2451, 2747, 2784",[details],[edit],quar,77,Hong Kong - China,Quarry Bay,SEHK40,QUARYBAY,-999,08:45,14',5',[open]
SSC-quel,Queule,Chile,-39.4,-73.21,"quel, quel2",quel,,,,,,[details],[edit],quel,,Chile,Queule,SXCH40,ADC1E736,2.93,08:47,12',5',[open]
SSC-quel,Queule,Chile,-39.4,-73.21,"quel, quel2",quel,,,,,,[details],[edit],quel2,,Chile,Queule,web,,2.93,08:50,8',5',[open]
SSC-quepo,Quepos,Costa Rica,9.4,-84.17,quepo,quep,167.0,87,"2189, 844",,2854,[details],[edit],quepo,167,Costa Rica,Quepos,SEPO40,3540A250,6.53,08:40,19',5',[open]
SSC-quir,Quiriquina,Chile,-36.64,-73.06,"quir, quir2",quir,,,,,,[details],[edit],quir,,Chile,Quiriquina,SXCH40,ADC2755A,3.84,08:51,8',5',[open]
SSC-quir,Quiriquina,Chile,-36.64,-73.06,"quir, quir2",quir,,,,,,[details],[edit],quir2,,Chile,Quiriquina,web,,3.77,08:49,9',5',[open]
SSC-qura,Qurayat,Oman,23.26,58.93,qura,qura,,,,,,[details],[edit],qura,,Oman,Qurayat,SXOM33,1842C770,0.14,08:49,10',6',[open]
SSC-raro,Rarotonga,Cook Islands,-21.2,-159.78,"raro, raro2","rarb, raro",139.0,23,"1453, 1843",655,"2144, 2775",[details],[edit],raro,139,Cook Islands,Rarotonga,SZPS01,65980,1.03,08:53,6',3',[open]
SSC-rbct,Raoul Island Boat Cove,New Zealand,-29.28,-177.89,rbct,rbct,,,,,,[details],[edit],rbct,,New Zealand,Raoul Island Boat Cove,SZNZ01,RBCT,6.65,08:47,12',3',[open]
SSC-rcit,Reggio Calabria,Italy,38.12,15.65,RC09,,,,"2142, 670",3150,"3148, 3149",[details],[edit],RC09,,Italy,Reggio Calabria,web,,-0.25,08:52,7',5',[open]
SSC-reyk,Reykjavik,Iceland,64.15,-21.93,reyk,reyk,229.0,288,638,828,1984,[details],[edit],reyk,229,Iceland,Reykjavik,ftp,,3.63,08:48,11',1h,[open]
SSC-rfrt,Raoul Island Fishing Rock,New Zealand,-29.25,-177.9,rfrt,rfrt,,,,,,[details],[edit],rfrt,,New Zealand,Raoul Island Fishing Rock,SZNZ01,RFRT,4.21,08:46,13',3',[open]
SSC-rorv,Rørvik,Norway,64.87,11.25,rorv,,234.0,803,1241,3561,2879,[details],[edit],rorv,234,Norway,Rørvik,web,,1.35,10:20,-81',1h,[open]
SSC-rosc,Roscoff,France,48.72,-3.97,"rosc, rosc2",rosc,,,1347,1933,1865,[details],[edit],rosc,,France,Roscoff,ftp,,5.59,08:47,12',5',[open]
SSC-rose,Roseau,Dominican Republic,15.31,-61.39,rose,rose,,786,,,,[details],[edit],rose,,Dominica island,Roseau,SEPO40,354097CA,-999,2017-09-19 01:23,2d,5',[open]
SSC-ross,Rosslyn Bay,Australia,-23.16,150.79,ross,ross,,330,1760,2980,2979,[details],[edit],ross,,Australia,Rosslyn Bay,SZAU01,59670,2.41,08:50,9',3',[open]
SSC-roth,Rothera,United Kingdom,-67.57,-68.13,rothe,roth,342.0,832,1931,2007,1991,[details],[edit],rothe,342,Antarctica,Rothera,SEMS40,6B000D98,2.34,08:38,21',15',[open]
SSC-rous,Ile Rousse,France,42.64,8.94,"rous, rous2",,,,,,3175,[details],[edit],rous,,France,Ile Rousse,ftp,,0.64,08:47,11',5',[open]
SSC-rtas,Roatan Island Punta Gorda Harbor,Honduras,16.35,-86.54,rtas,rtas,,,,,,[details],[edit],rtas,,Honduras,Roatan Island Punta Gorda Harbor,SOHO10,50CF45CC,0.96,08:00,59',1h,[open]
SSC-rudn,Rudnaya Pristan,Russia,44.35,135.8,rudn,rudn,,,452,,,[details],[edit],rudn,,Russia,Rudnaya Pristan,web,,3.36,08:45,14',10',[open]
SSC-saba,Sabang,Indonesia,5.83,95.33,"sab2, saba","sab2, saba",347.0,123,2195,,2904,[details],[edit],saba,347,Indonesia,Sabang,SZID45,0650B200,1.24,08:50,9',6',[open]
SSC-sado,Sado,Japan,38.32,138.52,sado,sado,,,,,,[details],[edit],sado,,Japan,Sado,SWJP40,SADO,2.23,08:39,20',10',[open]
SSC-sagr,Sagres,Portugal,37.01,-8.93,sagr,sagr,,,,,,[details],[edit],sagr,,Portugal,Sagres,bgan,SAGR,-1.49,08:38,21',1',[open]
SSC-sagu,Sagunto,Spain,39.63,-0.21,sagu,,,,2059,,,[details],[edit],sagu,,Spain,Sagunto,ftp,,0,08:48,11',4',[open]
SSC-said,Saidia Marina,Morocco,35.11,-2.29,said,said,,,,,,[details],[edit],said,,Morocco,Saidia Marina,bgan,SAID,0.3,2017-06-01 11:41,112d,1',[open]
SSC-saig,Saigo,Japan,36.2,133.33,saig,saig,,,1095,,,[details],[edit],saig,,Japan,Saigo,SWJP40,SAIGO,2.41,08:39,20',10',[open]
SSC-sain,Saint-Nazaire,France,47.26,-2.2,sain,,,,457,3424,1846,[details],[edit],sain,,France,Saint-Nazaire,ftp,,2.12,08:47,12',5',[open]
SSC-saip,Saipan,United States,15.23,145.74,saip,saip,118.0,28,1474,1873,2145,[details],[edit],saip,118,USA,Saipan,SWMY40,06506468,7.38,08:48,11',6',[open]
SSC-sala,Salalah,Oman,16.94,54.01,sala,sala,4.0,114,1754,,2791,[details],[edit],sala,4,Oman,Salalah,SXXX33,1605C096,1.98,08:45,14',6',[open]
SSC-salrn,Salerno,Italy,40.68,14.75,SA16,,,,2086,,,[details],[edit],SA16,,Italy,Salerno,web,,0.02,08:52,7',5',[open]
SSC-sama,Santa Marta,Colombia,11.24,-74.22,sama,sama,,738,,3071,,[details],[edit],sama,,Colombia,Santa Marta,SEPO40,35419530,6.4,08:50,9',5',[open]
SSC-sana,San Andres,Colombia,12.57,-81.7,sana,sana,,737,2116,,,[details],[edit],sana,,Colombia,San Andres,SEPO40,35418646,5.57,08:40,19',5',[open]
SSC-sanak,San Antonio,Argentina,-40.8,-64.87,,,,,178,,,[details],[edit],sano,,Chile,San Antonio,SXCH40,1401F372,3.96,08:50,9',5',[open]
SSC-sanak,San Antonio,Argentina,-40.8,-64.87,,,,,178,,,[details],[edit],sano2,,Chile,San Antonio,web,,3.91,08:55,3',5',[open]
SSC-sanf,San Felix,Chile,-26.26,-80.12,"sanf, sanf3",sanf,177.0,35,1751,,2857,[details],[edit],sanf,177,Chile,San Felix,SXCH40,ADC0A6C6,4.92,08:48,11',5',[open]
SSC-sanf,San Felix,Chile,-26.26,-80.12,"sanf, sanf3",sanf,177.0,35,1751,,2857,[details],[edit],sanf3,,Chile,San Felix,web,,4.87,08:47,11',5',[open]
SSC-sanj,San Juan,United States,18.46,-66.12,"sanj, sanj2",sanj,206.0,245,1001,"1900, 2662, 3406",2098,[details],[edit],sanj,206,USA,San Juan,web,335CA19E,0,08:48,11',6',[open]
SSC-sanj,San Juan,United States,18.46,-66.12,"sanj, sanj2",sanj,206.0,245,1001,"1900, 2662, 3406",2098,[details],[edit],sanj2,206,USA,San Juan,SXXX03,335CA19E,-2.99,08:41,18',6',[open]
SSC-sanju,San Juan,Peru,-15.37,-75.2,,,,96,"2187, 923",,,[details],[edit],sanj,206,USA,San Juan,web,335CA19E,0,08:48,11',6',[open]
SSC-sanju,San Juan,Peru,-15.37,-75.2,,,,96,"2187, 923",,,[details],[edit],sanj2,206,USA,San Juan,SXXX03,335CA19E,-2.99,08:41,18',6',[open]
SSC-sapz,Sapzurro,Colombia,8.66,-77.37,"sapz, sapz2",sapz,,,,,,[details],[edit],sapz,,Colombia,Sapzurro,ftp,,0.81,08:30,29',5',[open]
SSC-sapz,Sapzurro,Colombia,8.66,-77.37,"sapz, sapz2",sapz,,,,,,[details],[edit],sapz2,,Colombia,Sapzurro,SXCO41,15A045F2,0.8,08:49,10',5',[open]
SSC-sass,Sassnitz,Germany,54.51,13.64,sass,,,,397,833,2223,[details],[edit],sass,,Germany,Sassnitz,web,,5.26,08:51,8',5',[open]
SSC-saum,Saumlaki,Indonesia,-7.98,131.29,saum,saum,,420,,,,[details],[edit],saum,,Indonesia,Saumlaki,SZID41,06503414,5.9,08:50,9',6',[open]
SSC-sbea,South Beach,United States,44.63,-124.04,"sbea, sbea2",sbea,157.0,592,1196,"3524, 754",2362,[details],[edit],sbea,157,USA,South Beach,web,3368974E,2.73,08:46,13',6',[open]
SSC-sbea,South Beach,United States,44.63,-124.04,"sbea, sbea2",sbea,157.0,592,1196,"3524, 754",2362,[details],[edit],sbea2,157,USA,South Beach,SXXX03,3368974E,-3.14,08:45,14',6',[open]
SSC-scar,Scarborough,Trinidad and Tobago,11.17,-60.73,scar,scar,,,1979,,,[details],[edit],scar,,Trinidad & Tobago,Scarborough,SOTD10,A9C0352C,2.2,08:33,26',1h,[open]
SSC-scarl,Scarborough,United Kingdom,54.28,-0.38,,,,,946,,,[details],[edit],scar,,Trinidad & Tobago,Scarborough,SOTD10,A9C0352C,2.2,08:33,26',1h,[open]
SSC-scia,Sciacca,Italy,37.5,13.08,SC43,,,,"2047, 2224",,,[details],[edit],SC43,,Italy,Sciacca,web,,-0.12,08:51,8',5',[open]
SSC-sdom,Santo Domingo/p.San Andres,Dominican Republic,18.42,-69.63,sdom,sdrd,,,,,,[details],[edit],sdom,,Dominican Republic,Santo Domingo/p.San Andres,SXDR40,3341059E,-4.16,2017-06-24 13:29,89d,6',[open]
SSC-sdpr,Sandown Pier,United Kingdom,50.65,-1.15,sdpr,,,,,,,[details],[edit],sdpr,,UK,Sandown Pier,web,,0.43,08:57,2',0.1666',[open]
SSC-sema,Semarang,Indonesia,-6.95,110.42,sema,sema,,,281,,,[details],[edit],sema,,Indonesia,Semarang,SZID53,,1.75,08:47,12',15',[open]
SSC-sete,Sète,France,43.4,3.7,"sete, sete2",sete,,,958,1905,1847,[details],[edit],sete,,France,Sète,ftp,,0.47,08:47,11',5',[open]
SSC-setu,Setubal,Portugal,38.49,-8.93,setu,setu,,,1425,,,[details],[edit],setu,,Portugal,Setubal,bgan,SETU,1.2,08:37,22',1',[open]
SSC-sevl,Sevilla,Spain,37.32,-6.01,sev2,,,,,,,[details],[edit],sev2,,Spain,Sevilla,ftp,,0.93,08:38,21',4',[open]
SSC-sewa,Seward,United States,60.12,-149.43,"sewa, sewa2",sewa,150.0,560,266,,2850,[details],[edit],sewa,150,USA,Seward,web,335FC376,2.71,08:51,8',6',[open]
SSC-sewa,Seward,United States,60.12,-149.43,"sewa, sewa2",sewa,150.0,560,266,,2850,[details],[edit],sewa2,150,USA,Seward,SXXX03,335FC376,-5.15,08:44,15',6',[open]
SSC-shee,Sheerness,United Kingdom,51.45,0.74,shee,,,,"3, 334","3263, 841","2187, 2748, 3262",[details],[edit],shee,,UK,Sheerness,ftp,,1.45,08:30,29',15',[open]
SSC-shen,Shenzhen,China,22.47,113.88,shen,shen,,,,,,[details],[edit],shen,,China,Shenzhen,SZCI01,09733,1.41,08:46,13',5',[open]
SSC-sian,Sian Ka'an,Mexico,19.31,-87.45,sian,,,,,,,[details],[edit],sian,,Mexico,Sian Ka'an,ftp,,2.99,2017-07-30 03:03,53d,15',[open]
SSC-sibo,Sibolga,Indonesia,1.73,98.8,"sib2, sibo","sib2, sibo",,122,"1752, 356",,,[details],[edit],sibo,,Indonesia,Sibolga,SZID46,0650BCD2,1.58,07:22,2h,6',[open]
SSC-sino,Sinop,Turkey,42.02,35.15,sino,,,,2017,,,[details],[edit],sino,,Turkey,Sinop,web,,1.35,08:42,17',2',[open]
SSC-sisa,Sisal,Mexico,21.16,-90.05,sisa,,,,,,,[details],[edit],sisa,,Mexico,Sisal,ftp,,2.04,2017-09-19 18:16,2d,15',[open]
SSC-sitk,Sitka,United States,57.05,-135.34,"sitk, sitk2",sitk,154.0,559,426,"2683, 2684",2682,[details],[edit],sitk,154,USA,Sitka,web,33625302,2.7,08:49,10',6',[open]
SSC-sitk,Sitka,United States,57.05,-135.34,"sitk, sitk2",sitk,154.0,559,426,"2683, 2684",2682,[details],[edit],sitk2,154,USA,Sitka,SXXX03,33625302,-4.16,08:48,11',6',[open]
SSC-sitt,Sittwe,Myanmar,20.15,92.9,sitt,sitt,37.0,907,421,,2805,[details],[edit],sitt,37,Myanmar,Sittwe,SZBM41,0650C490,2.82,08:49,10',6',[open]
SSC-smog,Smogen,Sweden,58.35,11.22,smog,,,818,"179, 97",2080,"2326, 2741",[details],[edit],smog,,Sweden,Smogen,ftp,,5.7,08:00,59',1h,[open]
SSC-sole,Solenzara,France,41.84,9.37,"sole, sole2",,,,2208,3210,3177,[details],[edit],sole,,France,Solenzara,ftp,,0.79,08:48,10',5',[open]
SSC-solo,Honiara,Solomon Islands,-9.43,159.96,solo,"honb, honi",66.0,9,"1373, 1667, 1861, 885",2054,"2133, 2772",[details],[edit],solo,66,Solomon Islands,Honiara,SZPS01,56670,4.4,08:53,6',3',[open]
SSC-sosu,Sosunovo,Russia,46.53,138.33,sosu,sosu,,,,,,[details],[edit],sosu,,Russia,Sosunovo,web,,2.4,08:44,15',10',[open]
SSC-sprg,Spring Bay,Australia,-42.55,147.93,sprg,sprg,56.0,335,"1216, 1220",2058,2116,[details],[edit],sprg,56,Australia,Spring Bay,SZAU01,61170,1.34,08:50,9',3',[open]
SSC-sscr,Second Severn Crossing,United Kingdom,51.57,-2.7,sscr,,,,,,,[details],[edit],sscr,,UK,Second Severn Crossing,web,,5.69,08:57,1',0.1666',[open]
SSC-stan,Stanley,United Kingdom,-51.75,-57.93,stan,stan,305.0,290,"1082, 1796",1870,2162,[details],[edit],stan,305,UK,Stanley,SXXX32,269375AE,0.01,2017-03-28 19:23,177d,15',[open]
SSC-stans,Stanley,Australia,-40.77,145.3,,,,,1144,,,[details],[edit],stan,305,UK,Stanley,SXXX32,269375AE,0.01,2017-03-28 19:23,177d,15',[open]
SSC-star,Starodubskoe,Russia,47.41,142.82,star,star,,,,,,[details],[edit],star,,Russia,Starodubskoe,web,,0.94,2016-06-22 12:44,456d,10',[open]
SSC-stdr,Santander,Spain,43.46,-3.79,san2,,,,"1051, 1807, 485",646,"2196, 2401, 2402",[details],[edit],san2,,Spain,Santander,ftp,,1.29,08:48,11',4',[open]
SSC-sthl,Saint Helena,Saint Helena,-15.92,-5.72,sthl,sthl,264.0,292,1845,2576,1986,[details],[edit],sthl,264,Saint-Helena,Saint Helena,SXXX32,26F364EA,5.15,08:36,23',15',[open]
SSC-sthm,Stockholm,Sweden,59.32,18.08,sthm,,341.0,826,"2131, 78",2084,2332,[details],[edit],sthm,341,Sweden,Stockholm,ftp,,7.06,07:57,1h,1h,[open]
SSC-stjo,St. Johns,Canada,47.57,-52.72,stjo,,223.0,276,393,"3434, 847",1989,[details],[edit],stjo,223,Canada,St. Johns,ftp,,0.59,04:03,5h,6h,[open]
SSC-stlu,Ganter's Bay,Saint Lucia,14.02,-61.0,stlu,stlu,,,,,,[details],[edit],stlu,,Saint Lucia,Ganter's Bay,SOLC10,6B00103C,0.65,08:51,8',5',[open]
SSC-stma,Saint-Malo,France,48.64,-2.03,"stma, stma2",stma,,,454,"1936, 3181","1866, 3419",[details],[edit],stma,,France,Saint-Malo,ftp,,9.87,08:47,11',5',[open]
SSC-stmr,St Marys,United Kingdom,49.92,-6.32,stmr,,,,1855,3257,3256,[details],[edit],stmr,,UK,St Marys,ftp,,3.05,08:30,29',15',[open]
SSC-stmt,Saint Martin Island,France,18.08,-63.09,stmt,stmt,,,,,,[details],[edit],stmt,,France,Saint Martin Island,SXMF40,12A01F32,0.75,08:51,8',5',[open]
SSC-stor,Stornoway,United Kingdom,58.2,-6.38,"stor, stor2",,238.0,295,314,1908,2189,[details],[edit],stor,238,UK,Stornoway,ftp,,4.66,08:30,29',15',[open]
SSC-sumt,Christchurch,New Zealand,-43.57,172.77,sumt,sumt,,667,"247, 259",922,"2335, 3222",[details],[edit],sumt,,New Zealand,Christchurch,SZNZ01,SUMT,0.33,2017-01-26 16:32,238d,3',[open]
SSC-sura,Surabaya,Indonesia,-7.22,112.73,sura,sura,292.0,160,"1599, 280",,2893,[details],[edit],sura,,Indonesia,Surabaya,SZID51,,1.33,08:45,14',15',[open]
SSC-suro,Sur,Oman,22.57,59.52,suro,suro,,,,,,[details],[edit],suro,,Oman,Sur,SXOM33,188263EC,-999,08:45,14',6',[open]
SSC-swpr,Swanage Pier,United Kingdom,50.61,-1.95,swpr,,,,,,,[details],[edit],swpr,,UK,Swanage Pier,web,,1.03,08:57,1',0.1666',[open]
SSC-syow,Syowa,Antarctica,-69.01,39.57,syow,,95.0,127,1396,850,2000,[details],[edit],syow,95,Antarctica,Syowa,web,,8.15,07:55,1h,1h,[open]
SSC-syro,Syros,Greece,37.44,24.94,syro,syro,,,1234,,,[details],[edit],syro,,Greece,Syros,ftp,,0.72,08:45,14',3',[open]
SSC-tala,Talara,Peru,-4.58,-81.28,tala,tala,,92,"2186, 475",,,[details],[edit],tala,,Perú,Talara,SEPO40,35414358,2.23,08:50,9',5',[open]
SSC-talc,Talcahuano,Chile,-36.7,-73.11,"talc, talc2",talc,,,571,"3013, 657",2606,[details],[edit],talc,,Chile,Talcahuano,SXCH40,ADC0C320,3.83,08:40,19',5',[open]
SSC-talc,Talcahuano,Chile,-36.7,-73.11,"talc, talc2",talc,,,571,"3013, 657",2606,[details],[edit],talc2,,Chile,Talcahuano,web,,3.76,08:56,2',5',[open]
SSC-talt,Taltal,Chile,-25.41,-70.49,"talt2, talt3",talt,,,,,,[details],[edit],talt2,,Chile,Taltal,web,,4.85,08:56,2',5',[open]
SSC-talt,Taltal,Chile,-25.41,-70.49,"talt2, talt3",talt,,,,,,[details],[edit],talt3,,Chile,Taltal,web,,5.4,2017-08-29 18:48,23d,5',[open]
SSC-tare,Tarekukure Wharf,Solomon Islands,-6.69,156.41,tare,tare,,,,,,[details],[edit],tare,,Solomon Islands,Tarekukure Wharf,SZPS01,56363,0.56,08:53,6',3',[open]
SSC-tari,Tarifa,Spain,36.01,-5.6,tari,,,,"2054, 488",3422,"3420, 3421",[details],[edit],tari,,Spain,Tarifa,ftp,,0.21,08:48,11',4',[open]
SSC-tarr,Tarragona,Spain,41.08,1.21,tarr,,,,2182,,,[details],[edit],tarr,,Spain,Tarragona,ftp,,0.41,08:48,11',4',[open]
SSC-taut,Port of Tauranga,New Zealand,-37.64,176.18,taut,taut,,73,"1590, 978",,,[details],[edit],taut,,New Zealand,Port of Tauranga,SZNZ01,TAUT,6.01,08:47,12',3',[open]
SSC-tdcu,Tristan da Cunha,United Kingdom,-37.05,-12.3,tdcu,tdca,266.0,,2164,,1990,[details],[edit],tdcu,266,UK,Tristan da Cunha,SXXX32,26BED7DE,1.75,2016-06-20 14:51,458d,15',[open]
SSC-tela,Tela Harbor,Honduras,15.78,-87.45,tela,tela,,,,,,[details],[edit],tela,,Honduras,Tela Harbor,SOHO10,50C45512,9.31,2016-12-12 15:00,283d,1h,[open]
SSC-telc,Telchac,Mexico,21.34,-89.31,telc,telc,,,2178,,,[details],[edit],telc,,Mexico,Telchac,ftp,,1.9,2017-09-19 18:05,2d,10',[open]
SSC-thev,Thevenard,Australia,-32.15,133.64,thev,thev,308.0,128,"1169, 386",649,2733,[details],[edit],thev,308,Australia,Thevenard,SZAU01,62000,0.69,08:50,9',3',[open]
SSC-thio,Thio,New Caledonia,-21.61,166.24,thio,thio,,,1538,3564,3563,[details],[edit],thio,,New Caledonia,Thio,SZNC44,xxxxxxx,1.49,08:48,11',6',[open]
SSC-toama,Toamasina,Madagascar,-18.16,49.43,toama,toam,,,,,,[details],[edit],toama,,Madagascar,Toamasina,SZIO03,FR041,0.75,08:19,40',15',[open]
